date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI
2014/3/5,11405,Wednesday,5,3,2014,d_1132,LentStart,Religious,,,1,1,1
2014/3/6,11405,Thursday,6,3,2014,d_1133,,,,,1,1,1
2014/3/7,11405,Friday,7,3,2014,d_1134,,,,,1,1,0
2014/3/8,11406,Saturday,1,3,2014,d_1135,,,,,1,0,1
2014/3/9,11406,Sunday,2,3,2014,d_1136,,,,,1,1,1
2014/3/10,11406,Monday,3,3,2014,d_1137,,,,,1,0,0
2014/3/11,11406,Tuesday,4,3,2014,d_1138,,,,,0,1,1
2014/3/12,11406,Wednesday,5,3,2014,d_1139,LentWeek2,Religious,,,0,1,1
2014/3/13,11406,Thursday,6,3,2014,d_1140,,,,,0,1,0
2014/3/14,11406,Friday,7,3,2014,d_1141,,,,,0,0,1
2014/3/15,11407,Saturday,1,3,2014,d_1142,,,,,0,1,1
2014/3/16,11407,Sunday,2,3,2014,d_1143,Purim End,Religious,,,0,0,0
2014/3/17,11407,Monday,3,3,2014,d_1144,StPatricksDay,Cultural,,,0,0,0
2014/3/18,11407,Tuesday,4,3,2014,d_1145,,,,,0,0,0
2014/3/19,11407,Wednesday,5,3,2014,d_1146,,,,,0,0,0
2014/3/20,11407,Thursday,6,3,2014,d_1147,,,,,0,0,0
2014/3/21,11407,Friday,7,3,2014,d_1148,,,,,0,0,0
2014/3/22,11408,Saturday,1,3,2014,d_1149,,,,,0,0,0
2014/3/23,11408,Sunday,2,3,2014,d_1150,,,,,0,0,0
2014/3/24,11408,Monday,3,3,2014,d_1151,,,,,0,0,0
2014/3/25,11408,Tuesday,4,3,2014,d_1152,,,,,0,0,0
2014/3/26,11408,Wednesday,5,3,2014,d_1153,,,,,0,0,0
2014/3/27,11408,Thursday,6,3,2014,d_1154,,,,,0,0,0
2014/3/28,11408,Friday,7,3,2014,d_1155,,,,,0,0,0
2014/3/29,11409,Saturday,1,3,2014,d_1156,,,,,0,0,0
2014/3/30,11409,Sunday,2,3,2014,d_1157,,,,,0,0,0
2014/3/31,11409,Monday,3,3,2014,d_1158,,,,,0,0,0
2014/4/1,11409,Tuesday,4,4,2014,d_1159,,,,,1,1,0
2014/4/2,11409,Wednesday,5,4,2014,d_1160,,,,,1,0,1
2014/4/3,11409,Thursday,6,4,2014,d_1161,,,,,1,1,1
2014/4/4,11409,Friday,7,4,2014,d_1162,,,,,1,0,0
2014/4/5,11410,Saturday,1,4,2014,d_1163,,,,,1,1,1
2014/4/6,11410,Sunday,2,4,2014,d_1164,,,,,1,1,1
2014/4/7,11410,Monday,3,4,2014,d_1165,,,,,1,1,0
2014/4/8,11410,Tuesday,4,4,2014,d_1166,,,,,1,0,1
2014/4/9,11410,Wednesday,5,4,2014,d_1167,,,,,1,1,1
2014/4/10,11410,Thursday,6,4,2014,d_1168,,,,,1,0,0
2014/4/11,11410,Friday,7,4,2014,d_1169,,,,,0,1,1
2014/4/12,11411,Saturday,1,4,2014,d_1170,,,,,0,1,1
2014/4/13,11411,Sunday,2,4,2014,d_1171,,,,,0,1,0
2014/4/14,11411,Monday,3,4,2014,d_1172,,,,,0,0,1
2014/4/15,11411,Tuesday,4,4,2014,d_1173,,,,,0,1,1
2014/4/16,11411,Wednesday,5,4,2014,d_1174,,,,,0,0,0
2014/4/17,11411,Thursday,6,4,2014,d_1175,,,,,0,0,0
2014/4/18,11411,Friday,7,4,2014,d_1176,,,,,0,0,0
2014/4/19,11412,Saturday,1,4,2014,d_1177,,,,,0,0,0
2014/4/20,11412,Sunday,2,4,2014,d_1178,Easter,Cultural,OrthodoxEaster,Religious,0,0,0
2014/4/21,11412,Monday,3,4,2014,d_1179,,,,,0,0,0
2014/4/22,11412,Tuesday,4,4,2014,d_1180,Pesach End,Religious,,,0,0,0
2014/4/23,11412,Wednesday,5,4,2014,d_1181,,,,,0,0,0
2014/4/24,11412,Thursday,6,4,2014,d_1182,,,,,0,0,0
2014/4/25,11412,Friday,7,4,2014,d_1183,,,,,0,0,0
2014/4/26,11413,Saturday,1,4,2014,d_1184,,,,,0,0,0
2014/4/27,11413,Sunday,2,4,2014,d_1185,,,,,0,0,0
2014/4/28,11413,Monday,3,4,2014,d_1186,,,,,0,0,0
2014/4/29,11413,Tuesday,4,4,2014,d_1187,,,,,0,0,0
2014/4/30,11413,Wednesday,5,4,2014,d_1188,,,,,0,0,0
2014/5/1,11413,Thursday,6,5,2014,d_1189,,,,,1,1,0
2014/5/2,11413,Friday,7,5,2014,d_1190,,,,,1,0,1
2014/5/3,11414,Saturday,1,5,2014,d_1191,,,,,1,1,1
2014/5/4,11414,Sunday,2,5,2014,d_1192,,,,,1,0,0
2014/5/5,11414,Monday,3,5,2014,d_1193,Cinco De Mayo,Cultural,,,1,1,1
2014/5/6,11414,Tuesday,4,5,2014,d_1194,,,,,1,1,1
2014/5/7,11414,Wednesday,5,5,2014,d_1195,,,,,1,1,0
2014/5/8,11414,Thursday,6,5,2014,d_1196,,,,,1,0,1
2014/5/9,11414,Friday,7,5,2014,d_1197,,,,,1,1,1
2014/5/10,11415,Saturday,1,5,2014,d_1198,,,,,1,0,0
2014/5/11,11415,Sunday,2,5,2014,d_1199,Mother's day,Cultural,,,0,1,1
2014/5/12,11415,Monday,3,5,2014,d_1200,,,,,0,1,1
2014/5/13,11415,Tuesday,4,5,2014,d_1201,,,,,0,1,0
2014/5/14,11415,Wednesday,5,5,2014,d_1202,,,,,0,0,1
2014/5/15,11415,Thursday,6,5,2014,d_1203,,,,,0,1,1
2014/5/16,11415,Friday,7,5,2014,d_1204,,,,,0,0,0
2014/5/17,11416,Saturday,1,5,2014,d_1205,,,,,0,0,0
2014/5/18,11416,Sunday,2,5,2014,d_1206,,,,,0,0,0
2014/5/19,11416,Monday,3,5,2014,d_1207,,,,,0,0,0
2014/5/20,11416,Tuesday,4,5,2014,d_1208,,,,,0,0,0
2014/5/21,11416,Wednesday,5,5,2014,d_1209,,,,,0,0,0
2014/5/22,11416,Thursday,6,5,2014,d_1210,,,,,0,0,0
2014/5/23,11416,Friday,7,5,2014,d_1211,,,,,0,0,0
2014/5/24,11417,Saturday,1,5,2014,d_1212,,,,,0,0,0
2014/5/25,11417,Sunday,2,5,2014,d_1213,,,,,0,0,0
2014/5/26,11417,Monday,3,5,2014,d_1214,MemorialDay,National,,,0,0,0
2014/5/27,11417,Tuesday,4,5,2014,d_1215,,,,,0,0,0
2014/5/28,11417,Wednesday,5,5,2014,d_1216,,,,,0,0,0
2014/5/29,11417,Thursday,6,5,2014,d_1217,,,,,0,0,0
2014/5/30,11417,Friday,7,5,2014,d_1218,,,,,0,0,0
2014/5/31,11418,Saturday,1,5,2014,d_1219,,,,,0,0,0
2014/6/1,11418,Sunday,2,6,2014,d_1220,,,,,1,1,0
2014/6/2,11418,Monday,3,6,2014,d_1221,,,,,1,0,1
2014/6/3,11418,Tuesday,4,6,2014,d_1222,,,,,1,1,1
2014/6/4,11418,Wednesday,5,6,2014,d_1223,,,,,1,0,0
2014/6/5,11418,Thursday,6,6,2014,d_1224,NBAFinalsStart,Sporting,,,1,1,1
2014/6/6,11418,Friday,7,6,2014,d_1225,,,,,1,1,1
2014/6/7,11419,Saturday,1,6,2014,d_1226,,,,,1,1,0
2014/6/8,11419,Sunday,2,6,2014,d_1227,,,,,1,0,1
2014/6/9,11419,Monday,3,6,2014,d_1228,,,,,1,1,1
2014/6/10,11419,Tuesday,4,6,2014,d_1229,,,,,1,0,0
2014/6/11,11419,Wednesday,5,6,2014,d_1230,,,,,0,1,1
2014/6/12,11419,Thursday,6,6,2014,d_1231,,,,,0,1,1
2014/6/13,11419,Friday,7,6,2014,d_1232,,,,,0,1,0
2014/6/14,11420,Saturday,1,6,2014,d_1233,,,,,0,0,1
2014/6/15,11420,Sunday,2,6,2014,d_1234,NBAFinalsEnd,Sporting,Father's day,Cultural,0,1,1
2014/6/16,11420,Monday,3,6,2014,d_1235,,,,,0,0,0
2014/6/17,11420,Tuesday,4,6,2014,d_1236,,,,,0,0,0
2014/6/18,11420,Wednesday,5,6,2014,d_1237,,,,,0,0,0
2014/6/19,11420,Thursday,6,6,2014,d_1238,,,,,0,0,0
2014/6/20,11420,Friday,7,6,2014,d_1239,,,,,0,0,0
2014/6/21,11421,Saturday,1,6,2014,d_1240,,,,,0,0,0
2014/6/22,11421,Sunday,2,6,2014,d_1241,,,,,0,0,0
2014/6/23,11421,Monday,3,6,2014,d_1242,,,,,0,0,0
2014/6/24,11421,Tuesday,4,6,2014,d_1243,,,,,0,0,0
2014/6/25,11421,Wednesday,5,6,2014,d_1244,,,,,0,0,0
2014/6/26,11421,Thursday,6,6,2014,d_1245,,,,,0,0,0
2014/6/27,11421,Friday,7,6,2014,d_1246,,,,,0,0,0
2014/6/28,11422,Saturday,1,6,2014,d_1247,,,,,0,0,0
2014/6/29,11422,Sunday,2,6,2014,d_1248,Ramadan starts,Religious,,,0,0,0
2014/6/30,11422,Monday,3,6,2014,d_1249,,,,,0,0,0
2014/7/1,11422,Tuesday,4,7,2014,d_1250,,,,,1,1,0
2014/7/2,11422,Wednesday,5,7,2014,d_1251,,,,,1,0,1
2014/7/3,11422,Thursday,6,7,2014,d_1252,,,,,1,1,1
2014/7/4,11422,Friday,7,7,2014,d_1253,IndependenceDay,National,,,1,0,0
2014/7/5,11423,Saturday,1,7,2014,d_1254,,,,,1,1,1
2014/7/6,11423,Sunday,2,7,2014,d_1255,,,,,1,1,1
2014/7/7,11423,Monday,3,7,2014,d_1256,,,,,1,1,0
2014/7/8,11423,Tuesday,4,7,2014,d_1257,,,,,1,0,1
2014/7/9,11423,Wednesday,5,7,2014,d_1258,,,,,1,1,1
2014/7/10,11423,Thursday,6,7,2014,d_1259,,,,,1,0,0
2014/7/11,11423,Friday,7,7,2014,d_1260,,,,,0,1,1
2014/7/12,11424,Saturday,1,7,2014,d_1261,,,,,0,1,1
2014/7/13,11424,Sunday,2,7,2014,d_1262,,,,,0,1,0
2014/7/14,11424,Monday,3,7,2014,d_1263,,,,,0,0,1
2014/7/15,11424,Tuesday,4,7,2014,d_1264,,,,,0,1,1
2014/7/16,11424,Wednesday,5,7,2014,d_1265,,,,,0,0,0
2014/7/17,11424,Thursday,6,7,2014,d_1266,,,,,0,0,0
2014/7/18,11424,Friday,7,7,2014,d_1267,,,,,0,0,0
2014/7/19,11425,Saturday,1,7,2014,d_1268,,,,,0,0,0
2014/7/20,11425,Sunday,2,7,2014,d_1269,,,,,0,0,0
2014/7/21,11425,Monday,3,7,2014,d_1270,,,,,0,0,0
2014/7/22,11425,Tuesday,4,7,2014,d_1271,,,,,0,0,0
2014/7/23,11425,Wednesday,5,7,2014,d_1272,,,,,0,0,0
2014/7/24,11425,Thursday,6,7,2014,d_1273,,,,,0,0,0
2014/7/25,11425,Friday,7,7,2014,d_1274,,,,,0,0,0
2014/7/26,11426,Saturday,1,7,2014,d_1275,,,,,0,0,0
2014/7/27,11426,Sunday,2,7,2014,d_1276,,,,,0,0,0
2014/7/28,11426,Monday,3,7,2014,d_1277,,,,,0,0,0
2014/7/29,11426,Tuesday,4,7,2014,d_1278,Eid al-Fitr,Religious,,,0,0,0
2014/7/30,11426,Wednesday,5,7,2014,d_1279,,,,,0,0,0
2014/7/31,11426,Thursday,6,7,2014,d_1280,,,,,0,0,0
2014/8/1,11426,Friday,7,8,2014,d_1281,,,,,1,1,0
2014/8/2,11427,Saturday,1,8,2014,d_1282,,,,,1,0,1
2014/8/3,11427,Sunday,2,8,2014,d_1283,,,,,1,1,1
2014/8/4,11427,Monday,3,8,2014,d_1284,,,,,1,0,0
2014/8/5,11427,Tuesday,4,8,2014,d_1285,,,,,1,1,1
2014/8/6,11427,Wednesday,5,8,2014,d_1286,,,,,1,1,1
2014/8/7,11427,Thursday,6,8,2014,d_1287,,,,,1,1,0
2014/8/8,11427,Friday,7,8,2014,d_1288,,,,,1,0,1
2014/8/9,11428,Saturday,1,8,2014,d_1289,,,,,1,1,1
2014/8/10,11428,Sunday,2,8,2014,d_1290,,,,,1,0,0
2014/8/11,11428,Monday,3,8,2014,d_1291,,,,,0,1,1
2014/8/12,11428,Tuesday,4,8,2014,d_1292,,,,,0,1,1
2014/8/13,11428,Wednesday,5,8,2014,d_1293,,,,,0,1,0
2014/8/14,11428,Thursday,6,8,2014,d_1294,,,,,0,0,1
2014/8/15,11428,Friday,7,8,2014,d_1295,,,,,0,1,1
2014/8/16,11429,Saturday,1,8,2014,d_1296,,,,,0,0,0
2014/8/17,11429,Sunday,2,8,2014,d_1297,,,,,0,0,0
2014/8/18,11429,Monday,3,8,2014,d_1298,,,,,0,0,0
2014/8/19,11429,Tuesday,4,8,2014,d_1299,,,,,0,0,0
2014/8/20,11429,Wednesday,5,8,2014,d_1300,,,,,0,0,0
2014/8/21,11429,Thursday,6,8,2014,d_1301,,,,,0,0,0
2014/8/22,11429,Friday,7,8,2014,d_1302,,,,,0,0,0
2014/8/23,11430,Saturday,1,8,2014,d_1303,,,,,0,0,0
2014/8/24,11430,Sunday,2,8,2014,d_1304,,,,,0,0,0
2014/8/25,11430,Monday,3,8,2014,d_1305,,,,,0,0,0
2014/8/26,11430,Tuesday,4,8,2014,d_1306,,,,,0,0,0
2014/8/27,11430,Wednesday,5,8,2014,d_1307,,,,,0,0,0
2014/8/28,11430,Thursday,6,8,2014,d_1308,,,,,0,0,0
2014/8/29,11430,Friday,7,8,2014,d_1309,,,,,0,0,0
2014/8/30,11431,Saturday,1,8,2014,d_1310,,,,,0,0,0
2014/8/31,11431,Sunday,2,8,2014,d_1311,,,,,0,0,0
2014/9/1,11431,Monday,3,9,2014,d_1312,LaborDay,National,,,1,1,0
2014/9/2,11431,Tuesday,4,9,2014,d_1313,,,,,1,0,1
2014/9/3,11431,Wednesday,5,9,2014,d_1314,,,,,1,1,1
2014/9/4,11431,Thursday,6,9,2014,d_1315,,,,,1,0,0
2014/9/5,11431,Friday,7,9,2014,d_1316,,,,,1,1,1
2014/9/6,11432,Saturday,1,9,2014,d_1317,,,,,1,1,1
2014/9/7,11432,Sunday,2,9,2014,d_1318,,,,,1,1,0
2014/9/8,11432,Monday,3,9,2014,d_1319,,,,,1,0,1
2014/9/9,11432,Tuesday,4,9,2014,d_1320,,,,,1,1,1
2014/9/10,11432,Wednesday,5,9,2014,d_1321,,,,,1,0,0
2014/9/11,11432,Thursday,6,9,2014,d_1322,,,,,0,1,1
2014/9/12,11432,Friday,7,9,2014,d_1323,,,,,0,1,1
2014/9/13,11433,Saturday,1,9,2014,d_1324,,,,,0,1,0
2014/9/14,11433,Sunday,2,9,2014,d_1325,,,,,0,0,1
2014/9/15,11433,Monday,3,9,2014,d_1326,,,,,0,1,1
2014/9/16,11433,Tuesday,4,9,2014,d_1327,,,,,0,0,0
2014/9/17,11433,Wednesday,5,9,2014,d_1328,,,,,0,0,0
2014/9/18,11433,Thursday,6,9,2014,d_1329,,,,,0,0,0
2014/9/19,11433,Friday,7,9,2014,d_1330,,,,,0,0,0
2014/9/20,11434,Saturday,1,9,2014,d_1331,,,,,0,0,0
2014/9/21,11434,Sunday,2,9,2014,d_1332,,,,,0,0,0
2014/9/22,11434,Monday,3,9,2014,d_1333,,,,,0,0,0
2014/9/23,11434,Tuesday,4,9,2014,d_1334,,,,,0,0,0
2014/9/24,11434,Wednesday,5,9,2014,d_1335,,,,,0,0,0
2014/9/25,11434,Thursday,6,9,2014,d_1336,,,,,0,0,0
2014/9/26,11434,Friday,7,9,2014,d_1337,,,,,0,0,0
2014/9/27,11435,Saturday,1,9,2014,d_1338,,,,,0,0,0
2014/9/28,11435,Sunday,2,9,2014,d_1339,,,,,0,0,0
2014/9/29,11435,Monday,3,9,2014,d_1340,,,,,0,0,0
2014/9/30,11435,Tuesday,4,9,2014,d_1341,,,,,0,0,0
2014/10/1,11435,Wednesday,5,10,2014,d_1342,,,,,1,1,0
2014/10/2,11435,Thursday,6,10,2014,d_1343,,,,,1,0,1
2014/10/3,11435,Friday,7,10,2014,d_1344,,,,,1,1,1
2014/10/4,11436,Saturday,1,10,2014,d_1345,EidAlAdha,Religious,,,1,0,0
2014/10/5,11436,Sunday,2,10,2014,d_1346,,,,,1,1,1
2014/10/6,11436,Monday,3,10,2014,d_1347,,,,,1,1,1
2014/10/7,11436,Tuesday,4,10,2014,d_1348,,,,,1,1,0
2014/10/8,11436,Wednesday,5,10,2014,d_1349,,,,,1,0,1
2014/10/9,11436,Thursday,6,10,2014,d_1350,,,,,1,1,1
2014/10/10,11436,Friday,7,10,2014,d_1351,,,,,1,0,0
2014/10/11,11437,Saturday,1,10,2014,d_1352,,,,,0,1,1
2014/10/12,11437,Sunday,2,10,2014,d_1353,,,,,0,1,1
2014/10/13,11437,Monday,3,10,2014,d_1354,ColumbusDay,National,,,0,1,0
2014/10/14,11437,Tuesday,4,10,2014,d_1355,,,,,0,0,1
2014/10/15,11437,Wednesday,5,10,2014,d_1356,,,,,0,1,1
2014/10/16,11437,Thursday,6,10,2014,d_1357,,,,,0,0,0
2014/10/17,11437,Friday,7,10,2014,d_1358,,,,,0,0,0
2014/10/18,11438,Saturday,1,10,2014,d_1359,,,,,0,0,0
2014/10/19,11438,Sunday,2,10,2014,d_1360,,,,,0,0,0
2014/10/20,11438,Monday,3,10,2014,d_1361,,,,,0,0,0
2014/10/21,11438,Tuesday,4,10,2014,d_1362,,,,,0,0,0
2014/10/22,11438,Wednesday,5,10,2014,d_1363,,,,,0,0,0
2014/10/23,11438,Thursday,6,10,2014,d_1364,,,,,0,0,0
2014/10/24,11438,Friday,7,10,2014,d_1365,,,,,0,0,0
2014/10/25,11439,Saturday,1,10,2014,d_1366,,,,,0,0,0
2014/10/26,11439,Sunday,2,10,2014,d_1367,,,,,0,0,0
2014/10/27,11439,Monday,3,10,2014,d_1368,,,,,0,0,0
2014/10/28,11439,Tuesday,4,10,2014,d_1369,,,,,0,0,0
2014/10/29,11439,Wednesday,5,10,2014,d_1370,,,,,0,0,0
2014/10/30,11439,Thursday,6,10,2014,d_1371,,,,,0,0,0
2014/10/31,11439,Friday,7,10,2014,d_1372,Halloween,Cultural,,,0,0,0
2014/11/1,11440,Saturday,1,11,2014,d_1373,,,,,1,1,0
2014/11/2,11440,Sunday,2,11,2014,d_1374,,,,,1,0,1
2014/11/3,11440,Monday,3,11,2014,d_1375,,,,,1,1,1
2014/11/4,11440,Tuesday,4,11,2014,d_1376,,,,,1,0,0
2014/11/5,11440,Wednesday,5,11,2014,d_1377,,,,,1,1,1
2014/11/6,11440,Thursday,6,11,2014,d_1378,,,,,1,1,1
2014/11/7,11440,Friday,7,11,2014,d_1379,,,,,1,1,0
2014/11/8,11441,Saturday,1,11,2014,d_1380,,,,,1,0,1
2014/11/9,11441,Sunday,2,11,2014,d_1381,,,,,1,1,1
2014/11/10,11441,Monday,3,11,2014,d_1382,,,,,1,0,0
2014/11/11,11441,Tuesday,4,11,2014,d_1383,VeteransDay,National,,,0,1,1
2014/11/12,11441,Wednesday,5,11,2014,d_1384,,,,,0,1,1
2014/11/13,11441,Thursday,6,11,2014,d_1385,,,,,0,1,0
2014/11/14,11441,Friday,7,11,2014,d_1386,,,,,0,0,1
2014/11/15,11442,Saturday,1,11,2014,d_1387,,,,,0,1,1
2014/11/16,11442,Sunday,2,11,2014,d_1388,,,,,0,0,0
2014/11/17,11442,Monday,3,11,2014,d_1389,,,,,0,0,0
2014/11/18,11442,Tuesday,4,11,2014,d_1390,,,,,0,0,0
2014/11/19,11442,Wednesday,5,11,2014,d_1391,,,,,0,0,0
2014/11/20,11442,Thursday,6,11,2014,d_1392,,,,,0,0,0
2014/11/21,11442,Friday,7,11,2014,d_1393,,,,,0,0,0
2014/11/22,11443,Saturday,1,11,2014,d_1394,,,,,0,0,0
2014/11/23,11443,Sunday,2,11,2014,d_1395,,,,,0,0,0
2014/11/24,11443,Monday,3,11,2014,d_1396,,,,,0,0,0
2014/11/25,11443,Tuesday,4,11,2014,d_1397,,,,,0,0,0
2014/11/26,11443,Wednesday,5,11,2014,d_1398,,,,,0,0,0
2014/11/27,11443,Thursday,6,11,2014,d_1399,Thanksgiving,National,,,0,0,0
2014/11/28,11443,Friday,7,11,2014,d_1400,,,,,0,0,0
2014/11/29,11444,Saturday,1,11,2014,d_1401,,,,,0,0,0
2014/11/30,11444,Sunday,2,11,2014,d_1402,,,,,0,0,0
2014/12/1,11444,Monday,3,12,2014,d_1403,,,,,1,1,0
2014/12/2,11444,Tuesday,4,12,2014,d_1404,,,,,1,0,1
2014/12/3,11444,Wednesday,5,12,2014,d_1405,,,,,1,1,1
2014/12/4,11444,Thursday,6,12,2014,d_1406,,,,,1,0,0
2014/12/5,11444,Friday,7,12,2014,d_1407,,,,,1,1,1
2014/12/6,11445,Saturday,1,12,2014,d_1408,,,,,1,1,1
2014/12/7,11445,Sunday,2,12,2014,d_1409,,,,,1,1,0
2014/12/8,11445,Monday,3,12,2014,d_1410,,,,,1,0,1
2014/12/9,11445,Tuesday,4,12,2014,d_1411,,,,,1,1,1
2014/12/10,11445,Wednesday,5,12,2014,d_1412,,,,,1,0,0
2014/12/11,11445,Thursday,6,12,2014,d_1413,,,,,0,1,1
2014/12/12,11445,Friday,7,12,2014,d_1414,,,,,0,1,1
2014/12/13,11446,Saturday,1,12,2014,d_1415,,,,,0,1,0
2014/12/14,11446,Sunday,2,12,2014,d_1416,,,,,0,0,1
2014/12/15,11446,Monday,3,12,2014,d_1417,,,,,0,1,1
2014/12/16,11446,Tuesday,4,12,2014,d_1418,,,,,0,0,0
2014/12/17,11446,Wednesday,5,12,2014,d_1419,,,,,0,0,0
2014/12/18,11446,Thursday,6,12,2014,d_1420,,,,,0,0,0
2014/12/19,11446,Friday,7,12,2014,d_1421,,,,,0,0,0
2014/12/20,11447,Saturday,1,12,2014,d_1422,,,,,0,0,0
2014/12/21,11447,Sunday,2,12,2014,d_1423,,,,,0,0,0
2014/12/22,11447,Monday,3,12,2014,d_1424,,,,,0,0,0
2014/12/23,11447,Tuesday,4,12,2014,d_1425,,,,,0,0,0
2014/12/24,11447,Wednesday,5,12,2014,d_1426,Chanukah End,Religious,,,0,0,0
2014/12/25,11447,Thursday,6,12,2014,d_1427,Christmas,National,,,0,0,0
2014/12/26,11447,Friday,7,12,2014,d_1428,,,,,0,0,0
2014/12/27,11448,Saturday,1,12,2014,d_1429,,,,,0,0,0
2014/12/28,11448,Sunday,2,12,2014,d_1430,,,,,0,0,0
2014/12/29,11448,Monday,3,12,2014,d_1431,,,,,0,0,0
2014/12/30,11448,Tuesday,4,12,2014,d_1432,,,,,0,0,0
2014/12/31,11448,Wednesday,5,12,2014,d_1433,,,,,0,0,0
2015/1/1,11448,Thursday,6,1,2015,d_1434,NewYear,National,,,1,1,0
2015/1/2,11448,Friday,7,1,2015,d_1435,,,,,1,0,1
2015/1/3,11449,Saturday,1,1,2015,d_1436,,,,,1,1,1
2015/1/4,11449,Sunday,2,1,2015,d_1437,,,,,1,0,0
2015/1/5,11449,Monday,3,1,2015,d_1438,,,,,1,1,1
2015/1/6,11449,Tuesday,4,1,2015,d_1439,,,,,1,1,1
2015/1/7,11449,Wednesday,5,1,2015,d_1440,OrthodoxChristmas,Religious,,,1,1,0
2015/1/8,11449,Thursday,6,1,2015,d_1441,,,,,1,0,1
2015/1/9,11449,Friday,7,1,2015,d_1442,,,,,1,1,1
2015/1/10,11450,Saturday,1,1,2015,d_1443,,,,,1,0,0
2015/1/11,11450,Sunday,2,1,2015,d_1444,,,,,0,1,1
2015/1/12,11450,Monday,3,1,2015,d_1445,,,,,0,1,1
2015/1/13,11450,Tuesday,4,1,2015,d_1446,,,,,0,1,0
2015/1/14,11450,Wednesday,5,1,2015,d_1447,,,,,0,0,1
2015/1/15,11450,Thursday,6,1,2015,d_1448,,,,,0,1,1
2015/1/16,11450,Friday,7,1,2015,d_1449,,,,,0,0,0
2015/1/17,11451,Saturday,1,1,2015,d_1450,,,,,0,0,0
2015/1/18,11451,Sunday,2,1,2015,d_1451,,,,,0,0,0
2015/1/19,11451,Monday,3,1,2015,d_1452,MartinLutherKingDay,National,,,0,0,0
2015/1/20,11451,Tuesday,4,1,2015,d_1453,,,,,0,0,0
2015/1/21,11451,Wednesday,5,1,2015,d_1454,,,,,0,0,0
2015/1/22,11451,Thursday,6,1,2015,d_1455,,,,,0,0,0
2015/1/23,11451,Friday,7,1,2015,d_1456,,,,,0,0,0
2015/1/24,11452,Saturday,1,1,2015,d_1457,,,,,0,0,0
2015/1/25,11452,Sunday,2,1,2015,d_1458,,,,,0,0,0
2015/1/26,11452,Monday,3,1,2015,d_1459,,,,,0,0,0
2015/1/27,11452,Tuesday,4,1,2015,d_1460,,,,,0,0,0
2015/1/28,11452,Wednesday,5,1,2015,d_1461,,,,,0,0,0
2015/1/29,11452,Thursday,6,1,2015,d_1462,,,,,0,0,0
2015/1/30,11452,Friday,7,1,2015,d_1463,,,,,0,0,0
2015/1/31,11501,Saturday,1,1,2015,d_1464,,,,,0,0,0
2015/2/1,11501,Sunday,2,2,2015,d_1465,SuperBowl,Sporting,,,1,1,0
2015/2/2,11501,Monday,3,2,2015,d_1466,,,,,1,0,1
2015/2/3,11501,Tuesday,4,2,2015,d_1467,,,,,1,1,1
2015/2/4,11501,Wednesday,5,2,2015,d_1468,,,,,1,0,0
2015/2/5,11501,Thursday,6,2,2015,d_1469,,,,,1,1,1
2015/2/6,11501,Friday,7,2,2015,d_1470,,,,,1,1,1
2015/2/7,11502,Saturday,1,2,2015,d_1471,,,,,1,1,0
2015/2/8,11502,Sunday,2,2,2015,d_1472,,,,,1,0,1
2015/2/9,11502,Monday,3,2,2015,d_1473,,,,,1,1,1
2015/2/10,11502,Tuesday,4,2,2015,d_1474,,,,,1,0,0
2015/2/11,11502,Wednesday,5,2,2015,d_1475,,,,,0,1,1
2015/2/12,11502,Thursday,6,2,2015,d_1476,,,,,0,1,1
2015/2/13,11502,Friday,7,2,2015,d_1477,,,,,0,1,0
2015/2/14,11503,Saturday,1,2,2015,d_1478,ValentinesDay,Cultural,,,0,0,1
2015/2/15,11503,Sunday,2,2,2015,d_1479,,,,,0,1,1
2015/2/16,11503,Monday,3,2,2015,d_1480,PresidentsDay,National,,,0,0,0
2015/2/17,11503,Tuesday,4,2,2015,d_1481,,,,,0,0,0
2015/2/18,11503,Wednesday,5,2,2015,d_1482,LentStart,Religious,,,0,0,0
2015/2/19,11503,Thursday,6,2,2015,d_1483,,,,,0,0,0
2015/2/20,11503,Friday,7,2,2015,d_1484,,,,,0,0,0
2015/2/21,11504,Saturday,1,2,2015,d_1485,,,,,0,0,0
2015/2/22,11504,Sunday,2,2,2015,d_1486,,,,,0,0,0
2015/2/23,11504,Monday,3,2,2015,d_1487,,,,,0,0,0
2015/2/24,11504,Tuesday,4,2,2015,d_1488,,,,,0,0,0
2015/2/25,11504,Wednesday,5,2,2015,d_1489,LentWeek2,Religious,,,0,0,0
2015/2/26,11504,Thursday,6,2,2015,d_1490,,,,,0,0,0
2015/2/27,11504,Friday,7,2,2015,d_1491,,,,,0,0,0
2015/2/28,11505,Saturday,1,2,2015,d_1492,,,,,0,0,0
2015/3/1,11505,Sunday,2,3,2015,d_1493,,,,,1,1,0
2015/3/2,11505,Monday,3,3,2015,d_1494,,,,,1,0,1
2015/3/3,11505,Tuesday,4,3,2015,d_1495,,,,,1,1,1
2015/3/4,11505,Wednesday,5,3,2015,d_1496,,,,,1,0,0
2015/3/5,11505,Thursday,6,3,2015,d_1497,Purim End,Religious,,,1,1,1
2015/3/6,11505,Friday,7,3,2015,d_1498,,,,,1,1,1
2015/3/7,11506,Saturday,1,3,2015,d_1499,,,,,1,1,0
